id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
1336,Paco Rabanne Invictus Victory Eau De Parfum for Men 50ml,4,16,https://m.media-amazon.com/images/I/517k+PUWgsL._AC_UL320_.jpg,https://www.amazon.in/Paco-Rabanne-Invictus-Victory-Parfum/dp/B08WKFQNT2/ref=sr_1_3267?qid=1679215133&s=luxury-beauty&sr=1-3267,4.7,197,,"?6,200"
1337,L'Occitane After Shave Balm 30ml,4,16,https://m.media-amazon.com/images/I/51Oj780zNRL._AC_UL320_.jpg,https://www.amazon.in/LOccitane-After-Shave-Balm-30ml/dp/B088NLJVL3/ref=sr_1_3268?qid=1679215133&s=luxury-beauty&sr=1-3268,4.7,7,,?800
1338,Pierre Cardin Paris - Studio Nails 27,4,16,https://m.media-amazon.com/images/I/61ByTVllXAL._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Studio-Nails/dp/B0842PXSZ5/ref=sr_1_3270?qid=1679215133&s=luxury-beauty&sr=1-3270,Get,Only 2 left in stock.,,?325
1339,Pierre Cardin Paris - Magnetic Dream Lipstick 263-Deep Red,4,16,https://m.media-amazon.com/images/I/71wzhj+qAiL._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Magnetic-Lipstick/dp/B083THDB5C/ref=sr_1_3271?qid=1679215133&s=luxury-beauty&sr=1-3271,Get,FREE Delivery by Amazon,?877.50,"?1,350"
1340,"Narciso Rodriguez Eau De Parfum Rouge for her, 30ml",4,16,https://m.media-amazon.com/images/I/41GGDR60jIL._AC_UL320_.jpg,https://www.amazon.in/Narciso-Rodriguez-Parfum-Rouge-30ml/dp/B07B68JLQY/ref=sr_1_3273?qid=1679215133&s=luxury-beauty&sr=1-3273,3.8,4,,"?3,500"
1341,"Yves Rocher Pomegranate Pink Berries Energizing Bath and Shower Gel, 200ml",4,16,https://m.media-amazon.com/images/I/31kBB7bxojL._AC_UL320_.jpg,https://www.amazon.in/Yves-Rocher-Pomegranate-Berries-Energizing/dp/B078N1VYRQ/ref=sr_1_3274?qid=1679215133&s=luxury-beauty&sr=1-3274,4.4,17,?382,?450
1342,Milkshake Direct Color Silver 100 ml,4,16,https://m.media-amazon.com/images/I/31tmb9Ug8ZL._AC_UL320_.jpg,https://www.amazon.in/Milkshake-Direct-Color-Silver-100/dp/B073HT7KYH/ref=sr_1_3275?qid=1679215133&s=luxury-beauty&sr=1-3275,3.9,6,,"?1,095"
1343,"Deborah Milano Fluid Velvet Mat Lip Stick, Loud Coral, 4.5g",4,16,https://m.media-amazon.com/images/I/61UlGrip3hL._AC_UL320_.jpg,https://www.amazon.in/Deborah-Milano-Fluid-Velvet-Stick/dp/B06XRW4WBF/ref=sr_1_3276?qid=1679215133&s=luxury-beauty&sr=1-3276,Get,FREE Delivery by Amazon,?537,?895
1344,LACOSTE L.12.12 Magnetic Pour Lui Eau de Toilette 100ml for Men,4,16,https://m.media-amazon.com/images/I/61E5NnoKA4L._AC_UL320_.jpg,https://www.amazon.in/Lacoste-Eau-12-12-Pour-Magnetic/dp/B01NBIDU61/ref=sr_1_3277?qid=1679215133&s=luxury-beauty&sr=1-3277,4.5,"1,368",,"?5,300"
1345,"Roc, Retinol Correxion, Deep Wrinkle Daily Moisturizer, Spf 30, 1 Fl Oz",4,16,https://m.media-amazon.com/images/I/51hQGXN17ML._AC_UL320_.jpg,https://www.amazon.in/RoC-Retinol-Correxion-Wrinkle-Moisturizer/dp/B001N8G8D6/ref=sr_1_3278?qid=1679215133&s=luxury-beauty&sr=1-3278,4.5,"6,071","?3,800","?4,899"
1346,L'Occitane Shea Ultra Rich Body Cream Refill 200ml,4,16,https://m.media-amazon.com/images/I/61HfRHT7IoL._AC_UL320_.jpg,https://www.amazon.in/LOccitane-Ultra-Cream-Refill-200ml/dp/B09MMLGY9S/ref=sr_1_3279?qid=1679215133&s=luxury-beauty&sr=1-3279,4.6,62,,"?3,000"
1347,Carolina Herrera Very Good Girl Eau de Parfum 80ML,4,16,https://m.media-amazon.com/images/I/61X6O5ZAsdL._AC_UL320_.jpg,https://www.amazon.in/Carolina-Herrera-Very-Good-Parfum/dp/B091FPN882/ref=sr_1_3280?qid=1679215133&s=luxury-beauty&sr=1-3280,4.7,326,,"?9,900"
1348,milk_shake? SOS Roots Dark Brown 75ml,4,16,https://m.media-amazon.com/images/I/41iEvvdUboL._AC_UL320_.jpg,https://www.amazon.in/milk_shake%C2%AE-Roots-Dark-Brown-75ml/dp/B08JDVLYVM/ref=sr_1_3282?qid=1679215133&s=luxury-beauty&sr=1-3282,3.2,6,,"?1,250"
1349,"Wella Professionals SP Sp Luxeoil Shampoo 200ml and Reconstructive Elixir 30ml For Keratin Protection, 2 Pieces",4,16,https://m.media-amazon.com/images/I/71lM0ui931L._AC_UL320_.jpg,https://www.amazon.in/Professionals-Luxeoil-Shampoo-Reconstructive-Protection/dp/B08CRRP98S/ref=sr_1_3283?qid=1679215133&s=luxury-beauty&sr=1-3283,3.7,10,,"?2,750"
1350,"Nourish Mantra Soft Nirvana Body Lotion | Charged with Gotu Kola, Moringa and Indian Ginseng | Combats Skin Dryness | 100 Ml",4,16,https://m.media-amazon.com/images/I/51ake7EuxzL._AC_UL320_.jpg,https://www.amazon.in/Nourish-Mantra-Nirvana-Body-Lotion/dp/B08CKXXZDY/ref=sr_1_3284?qid=1679215133&s=luxury-beauty&sr=1-3284,3.9,26,?695,?975
1351,Wella Professionals Wella Professionals Nutricurls Sulphate Free Shampoo 250ml and Detangling Conditioner 200ml Duo For Wa...,4,16,https://m.media-amazon.com/images/I/71QNV+04z6L._AC_UL320_.jpg,https://www.amazon.in/Professionals-Nutricurls-Sulphate-Detangling-Conditioner/dp/B08C5JQKBQ/ref=sr_1_3285?qid=1679215133&s=luxury-beauty&sr=1-3285,3.4,4,,"?2,200"
1352,"Wella Professionals Wella Professionals Oil Reflections Luminous Instant Conditioner 200 Ml and Reboost Mask 150 Ml Duo, 2...",4,16,https://m.media-amazon.com/images/I/71XQPRpUmkL._AC_UL320_.jpg,https://www.amazon.in/Professionals-Reflections-Luminous-Instant-Conditioner/dp/B08C5HKFL7/ref=sr_1_3286?qid=1679215133&s=luxury-beauty&sr=1-3286,,,,"?2,300"
1353,"Yves Rocher Concentrated Shower Gel, Bourbon Vanilla, 100ml",4,16,https://m.media-amazon.com/images/I/61zd+zTL5HL._AC_UL320_.jpg,https://www.amazon.in/Yves-Rocher-Concentrated-Bourbon-Vanilla/dp/B07MXXPTQS/ref=sr_1_3287?qid=1679215133&s=luxury-beauty&sr=1-3287,3.5,14,,?490
1354,Michael Kors Sexy Ruby Eau de Parfum 50ml,4,16,https://m.media-amazon.com/images/I/61Ys288PVFL._AC_UL320_.jpg,https://www.amazon.in/MICHAEL-KORS-Sexy-Ruby-Spray/dp/B075V18S8M/ref=sr_1_3288?qid=1679215133&s=luxury-beauty&sr=1-3288,4.7,950,"?3,810","?6,350"
1355,Police Imperial Patchouli Mens EDT 100ml,4,16,https://m.media-amazon.com/images/I/612QEchEuNL._AC_UL320_.jpg,https://www.amazon.in/Police-Imperial-Patchouli-EDT-100ml/dp/B074PV5QHJ/ref=sr_1_3289?qid=1679215133&s=luxury-beauty&sr=1-3289,3,10,"?2,240","?3,200"
1356,"Shiseido Rouge, Peruvian Pink RS418, 4g",4,16,https://m.media-amazon.com/images/I/61n8eqq9LUL._AC_UL320_.jpg,https://www.amazon.in/Shiseido-Rouge-Peruvian-Pink-RS418/dp/B073QN2M1L/ref=sr_1_3290?qid=1679215133&s=luxury-beauty&sr=1-3290,5,3,,"?2,300"
1357,"L'Occitane Citrus Verbena Eau De Toilette, 100ml",4,16,https://m.media-amazon.com/images/I/71H0r1d1eVS._AC_UL320_.jpg,https://www.amazon.in/LOccitane-Citrus-Verbena-Toilette-100ml/dp/B00ZI8WXQS/ref=sr_1_3291?qid=1679215133&s=luxury-beauty&sr=1-3291,4.6,783,,"?5,100"
1358,"Drunk+Elephant SPF 30 Umbra Sheer Physical Defense Sunscreen, 3.3 Fluid oz / 90ml Cream",4,16,https://m.media-amazon.com/images/I/6117Hu-C7gL._AC_UL320_.jpg,https://www.amazon.in/Drunk-Elephant-Physical-Defense-Sunscreen/dp/B00L3LC8JG/ref=sr_1_3293?qid=1679215133&s=luxury-beauty&sr=1-3293,4.2,742,"?5,653","?7,000"
1359,Pierre Cardin Paris - Natural Look Foundation 412-Fair,4,16,https://m.media-amazon.com/images/I/617fXW1fjbL._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Foundation-412-Fair/dp/B09M8SDJ4B/ref=sr_1_3294?qid=1679215133&s=luxury-beauty&sr=1-3294,Get,FREE Delivery by Amazon,?633.75,?975
1360,Paco Rabanne Phantom For Men Eau De Toilette 50Ml For Men,4,16,https://m.media-amazon.com/images/I/71c26XpJCbL._AC_UL320_.jpg,https://www.amazon.in/Paco-Rabanne-Phantom-Toilette-50Ml/dp/B09C2N6LC1/ref=sr_1_3295?qid=1679215133&s=luxury-beauty&sr=1-3295,4.7,361,,"?5,900"
1361,Ajmal Carbon EDP Citrus Spicy Perfume 100ml for Men and Shine EDP Floral Powdery Perfume 75ml for Women +1 Perfume Tester ...,4,16,https://m.media-amazon.com/images/I/71eZW1+vD-L._AC_UL320_.jpg,https://www.amazon.in/Ajmal-Carbon-Perfume-Powdery-Testers/dp/B088MBNCP3/ref=sr_1_3296?qid=1679215133&s=luxury-beauty&sr=1-3296,4,1,"?2,100","?3,500"
1362,"Gala of London Bridal Lipstick, Picante, 4.2g",4,16,https://m.media-amazon.com/images/I/61TVTor4n8L._AC_UL320_.jpg,https://www.amazon.in/Gala-London-Bridal-Lipstick-Picante/dp/B07N6WFD9Z/ref=sr_1_3297?qid=1679215133&s=luxury-beauty&sr=1-3297,2,1,,?249
1363,"Issey Miyake L'Eau D'Issey Pure Nectar Eau De Parfum for her, 30ml",4,16,https://m.media-amazon.com/images/I/61Ssi6j4xPL._AC_UL320_.jpg,https://www.amazon.in/Issey-Miyake-DIssey-Nectar-Parfum/dp/B079LFQDFN/ref=sr_1_3298?qid=1679215133&s=luxury-beauty&sr=1-3298,4.5,172,,"?4,000"
1364,"Shiseido Ever Bloom Eau De Parfum, 30ml'",4,16,https://m.media-amazon.com/images/I/71Bpf9E+wAL._AC_UL320_.jpg,https://www.amazon.in/Shiseido-Ever-Bloom-Parfum-30ml/dp/B0105SD6XO/ref=sr_1_3299?qid=1679215133&s=luxury-beauty&sr=1-3299,4.4,73,,"?4,000"
1365,L'Occitane Oily Hair Purifying Freshness Shampoo 300ml,4,16,https://m.media-amazon.com/images/I/51fov3Z0GCL._AC_UL320_.jpg,https://www.amazon.in/LOccitane-Aromachologie-Freshness-Shampoo-300ml/dp/B00MVOS9B0/ref=sr_1_3300?qid=1679215133&s=luxury-beauty&sr=1-3300,4.4,19,,"?2,150"
1366,"Camel Soap Fresh Camel Milk and Oriental Lemongrass Soap, 100g",4,16,https://m.media-amazon.com/images/I/71+XlP6-XiL._AC_UL320_.jpg,https://www.amazon.in/Camel-Soap-Fresh-Oriental-Lemongrass/dp/B00H9GURTW/ref=sr_1_3301?qid=1679215133&s=luxury-beauty&sr=1-3301,,,?447.41,"?1,800"
1367,Wella Professionals Wella Professionals Nutricurls Sulphate Free Shampoo 250ml and Deep Treatment Mask 150ml Duo For Waves...,4,16,https://m.media-amazon.com/images/I/710znFLRu7L._AC_UL320_.jpg,https://www.amazon.in/Professionals-Nutricurls-Sulphate-Shampoo-Treatment/dp/B08C5HQ8QX/ref=sr_1_3302?qid=1679215133&s=luxury-beauty&sr=1-3302,,,,"?2,300"
1368,Yves Rocher Perfumed Mist with Olive & Petitgrain Body & Hair,4,16,https://m.media-amazon.com/images/I/71asbBfQnLL._AC_UL320_.jpg,https://www.amazon.in/Yves-Perfumed-Mist-Olive-Petitgrain/dp/B07Z7Y3DT2/ref=sr_1_3303?qid=1679215133&s=luxury-beauty&sr=1-3303,3.7,14,,?700
1369,Chopard Amber Malaki Eau De Parfum 80ml,4,16,https://m.media-amazon.com/images/I/51PcUjsxXkL._AC_UL320_.jpg,https://www.amazon.in/Chopard-Amber-Malaki-Parfum-80ml/dp/B07Z3K3TQ3/ref=sr_1_3304?qid=1679215133&s=luxury-beauty&sr=1-3304,4,1,"?9,200","?11,500"
1370,Shiseido Syncro Skin Self Refreshing Foundation 340 Oak,4,16,https://m.media-amazon.com/images/I/41u-uC1ChhL._AC_UL320_.jpg,https://www.amazon.in/Shiseido-Syncro-Skin-Refreshing-Foundation/dp/B07XYCQRQF/ref=sr_1_3305?qid=1679215133&s=luxury-beauty&sr=1-3305,4.5,155,,"?4,100"
1371,"Deborah Milano Extra Mat Perfection Foundation, Apricot, 30ml",4,16,https://m.media-amazon.com/images/I/41xouGrPJ6L._AC_UL320_.jpg,https://www.amazon.in/Deborah-Milano-Perfection-Foundation-Apricot/dp/B076FWWMKR/ref=sr_1_3306?qid=1679215133&s=luxury-beauty&sr=1-3306,3.8,27,"?1,047","?1,495"
1372,"Forest Essentials Mashobra Honey, Lemon and Rosewater Facial Cleanser, 200ml & Forest Essentials Revitalising Kashmiri Wal...",4,16,https://m.media-amazon.com/images/I/41qT-D53E-S._AC_UL320_.jpg,https://www.amazon.in/Forest-Essentials-Mashobra-Rosewater-Revitalising/dp/B099QX9B61/ref=sr_1_3307?qid=1679215133&s=luxury-beauty&sr=1-3307,4.6,2,,"?2,975"
1373,And Mystique Elegance Eau De Parfum 100ML Long Lasting Scent Spray Gift For Women Crafted By Ajmal,4,16,https://m.media-amazon.com/images/I/51bYA9-N7cL._AC_UL320_.jpg,https://www.amazon.in/Mystique-Elegance-Parfum-100ML-Crafted/dp/B08ZKSP5YM/ref=sr_1_3308?qid=1679215133&s=luxury-beauty&sr=1-3308,Get,FREE Delivery by Amazon,"?1,350","?1,800"
1374,"Myra Veda Natural and Premium Rose Water for Face, Skin | Pore Minimizing & Makeup Remover | Chemical Free | Gulab Jal for...",4,16,https://m.media-amazon.com/images/I/31wy2P5kvpS._AC_UL320_.jpg,https://www.amazon.in/Myra-Veda-Refreshing-Hydrating-Minimizing/dp/B08TTCLJP3/ref=sr_1_3309?qid=1679215133&s=luxury-beauty&sr=1-3309,4.5,9,?449,?599
1375,Caprina Fresh Goat's Milk Soap with Delicate Orchid Flower Oil,4,16,https://m.media-amazon.com/images/I/61Br1xOgbUL._AC_UL320_.jpg,https://www.amazon.in/Caprina-Fresh-Delicate-Orchid-Flower/dp/B08LTK6WZG/ref=sr_1_3310?qid=1679215133&s=luxury-beauty&sr=1-3310,,,?293,"?1,200"
1376,Ajmal Khallab EDP Woody Oudh Perfume 50ml for Unisex and Titanium EDP Citrus Spicy Perfume 100ml for Men + 2 Parfum Tester...,4,16,https://m.media-amazon.com/images/I/71mIyk5uh0L._AC_UL320_.jpg,https://www.amazon.in/Ajmal-Khallab-Perfume-Titanium-Testers/dp/B088MBJPJZ/ref=sr_1_3311?qid=1679215133&s=luxury-beauty&sr=1-3311,,,"?2,625","?3,500"
1377,Pierre Cardin Paris - Porcelain Edition Rouge Lipstick 243-Blood Red,4,16,https://m.media-amazon.com/images/I/71tsUAq2QEL._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Porcelain-243-Blood/dp/B0839JLR8H/ref=sr_1_3312?qid=1679215133&s=luxury-beauty&sr=1-3312,Get,FREE Delivery by Amazon,?698,"?1,075"
1378,"SUNISA New Black Herbal Facewash with Activated Charcoal, 100 ml and 1 Sunisa Air Cushion BB Cream - (Pack of 2)",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31rQhexKXVL._AC_UL320_.jpg,https://www.amazon.in/SUNISA-Facewash-Activated-Charcoal-Cushion/dp/B09RTKSFBW/ref=sr_1_3361?qid=1679215135&s=luxury-beauty&sr=1-3361,3,1,?349,"?1,198"
1379,"Glavon MN BB Cream with Green Tea Extract 45 ml-Shade A, Natural [Pack of 1]",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51IbMT47M6L._AC_UL320_.jpg,https://www.amazon.in/Glavon-Cream-Extract-ml-Shade-Natural/dp/B08YXWQGLG/ref=sr_1_3362?qid=1679215135&s=luxury-beauty&sr=1-3362,2,1,?199,?299
1380,Ajmal Aristocrat EDP Citrus Woody Perfume 75ml for Men and Titanium EDP Citrus Spicy Perfume 100ml for Men + 1 Perfume Tes...,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71S+Z2eQ-DL._AC_UL320_.jpg,https://www.amazon.in/Ajmal-Aristocrat-Perfume-Titanium-Testers/dp/B088MBJRTW/ref=sr_1_3363?qid=1679215135&s=luxury-beauty&sr=1-3363,2.7,2,"?3,380","?5,200"
1381,Pierre Cardin Paris - Metallic Nails 125,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71kDcFZdWNL._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Metallic-Nails/dp/B084372PYX/ref=sr_1_3364?qid=1679215135&s=luxury-beauty&sr=1-3364,,,,?399
1382,"Chambor Gel Effect Nail Lacquer, No.226, 10 ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71cOID4pTJL._AC_UL320_.jpg,https://www.amazon.in/Chambor-Effect-Nail-Lacquer-No-226/dp/B07V3L241K/ref=sr_1_3366?qid=1679215135&s=luxury-beauty&sr=1-3366,4.1,5,?260,?325
1383,"L'Occitane En Provence Intensive Repair Conditioner, 75ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51uWiiRTcWL._AC_UL320_.jpg,https://www.amazon.in/LOccitane-Provence-Intensive-Repair-Conditioner/dp/B07GRCTYR8/ref=sr_1_3367?qid=1679215135&s=luxury-beauty&sr=1-3367,4.8,6,,?700
1384,"Deborah Milano Dream Look Mascara, Extra Black, 12ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61EryNwBZkL._AC_UL320_.jpg,https://www.amazon.in/Deborah-Milano-Dream-Mascara-Extra/dp/B06XBRW9LD/ref=sr_1_3368?qid=1679215135&s=luxury-beauty&sr=1-3368,3.4,13,?595,?850
1385,"Just Herbs Neempure Arjun-Nutmeg Skin Purifying Neem Pack, 65gm",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51CZ6sCIzzL._AC_UL320_.jpg,https://www.amazon.in/Just-Herbs-Neempure-Arjun-Nutmeg-Purifying/dp/B00G7APQ4C/ref=sr_1_3369?qid=1679215135&s=luxury-beauty&sr=1-3369,3.7,3,?544,?725
1386,Cacharel Women's Eden Eau de Parfum Natural Spray 1 fl. oz.,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51wrOJDjlCL._AC_UL320_.jpg,https://www.amazon.in/Cacharel-Womens-Parfum-Natural-Spray/dp/B000C1VTI4/ref=sr_1_3370?qid=1679215135&s=luxury-beauty&sr=1-3370,4.6,"1,834","?2,000","?2,130"
1387,Antonio Banderas The Icon Eau De Parfum 50Ml,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71P1MEvzNiL._AC_UL320_.jpg,https://www.amazon.in/Antonio-Banderas-Icon-Parfum-50Ml/dp/B09SQ96LY3/ref=sr_1_3371?qid=1679215135&s=luxury-beauty&sr=1-3371,4,18,,"?1,900"
1388,"Forest essentials Hair Conditioner Japapatti & Brahmi 200ml & Forest Essentials Hair Cleanser, Amla, Honey and Mulethi, 200ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41YzEy6Uy-S._AC_UL320_.jpg,https://www.amazon.in/Forest-essentials-Conditioner-Japapatti-Essentials/dp/B099QX9DM1/ref=sr_1_3372?qid=1679215135&s=luxury-beauty&sr=1-3372,5,2,,"?3,250"
1389,"Trussardi New Fem Eau De Perfum, 90 ML",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51sec7-wu+L._AC_UL320_.jpg,https://www.amazon.in/Trussardi-New-Fem-Eau-Perfum/dp/B0916GWB8D/ref=sr_1_3373?qid=1679215135&s=luxury-beauty&sr=1-3373,4.7,52,,"?7,750"
1390,"Wella Professionals Wella Professionals Invigo Color Brilliance Regime For Fine/Normal Hair - Shampoo 250ml, Conditioner 2...",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71RJ5xptK0L._AC_UL320_.jpg,https://www.amazon.in/Professionals-Invigo-Brilliance-Regime-Normal/dp/B08C5D2DMG/ref=sr_1_3374?qid=1679215135&s=luxury-beauty&sr=1-3374,4,8,,"?2,160"
1391,Ajmal Musk Rose Concentrated Perfume Oil Floral Musky Alcohol-free Attar 12ml for Unisex and Maryaj Blaze Eau De Parfum Ci...,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61+T-JZyjQL._AC_UL320_.jpg,https://www.amazon.in/Ajmal-Concentrated-Perfume-Alcohol-free-Aromatic/dp/B086QTH8MK/ref=sr_1_3375?qid=1679215135&s=luxury-beauty&sr=1-3375,5,3,"?1,210","?2,419"
1392,Pierre Cardin Paris -Dual Ended Eyeshadow Brush,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41WMTyalX8L._AC_UL320_.jpg,https://www.amazon.in/Pierre-Cardin-Paris-Dual-Eyeshadow/dp/B084JD29X5/ref=sr_1_3376?qid=1679215135&s=luxury-beauty&sr=1-3376,,,?584.35,?899
1393,Ts Eyelash Curler With Grip,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Mjhy1nI7L._AC_UL320_.jpg,https://www.amazon.in/TS-Eye-Make-Up-Eyelash-Curler/dp/B083STQX1S/ref=sr_1_3377?qid=1679215135&s=luxury-beauty&sr=1-3377,3.9,26,?90,?175
1394,Pahadi Local Apricot Care - Gift Hamper,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61dUqFLYZ9L._AC_UL320_.jpg,https://www.amazon.in/Pahadi-Local-Apricot-Care-Hamper/dp/B082RNBYZH/ref=sr_1_3378?qid=1679215135&s=luxury-beauty&sr=1-3378,4.7,3,"?1,200","?1,500"
1395,"Dunhill Desire Blue Ocean Eau De Toilete for him, 100ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51kar4-MxQL._AC_UL320_.jpg,https://www.amazon.in/Dunhill-Desire-Ocean-Toilete-100ml/dp/B07G25D4N9/ref=sr_1_3379?qid=1679215135&s=luxury-beauty&sr=1-3379,3.6,4,"?4,172.01","?5,850"
1396,"Narciso Rodriguez Eau De Parfum Rouge for her, 90ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41GGDR60jIL._AC_UL320_.jpg,https://www.amazon.in/Narciso-Rodriguez-Parfum-Rouge-90ml/dp/B07B6CCDWX/ref=sr_1_3380?qid=1679215135&s=luxury-beauty&sr=1-3380,4.6,2,,"?7,350"
1397,"Carolina Herrera 212 Nyc Eau De Toilette For Women, 60Ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/515vEdoFajL._AC_UL320_.jpg,https://www.amazon.in/Carolina-Herrera-212-Toilette-60ml/dp/B06XZZPMRZ/ref=sr_1_3381?qid=1679215135&s=luxury-beauty&sr=1-3381,4.6,249,,"?6,200"
1398,"Narciso Rodriguez for Her Fleur Musc Eau De Parfum, 50ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/619ySqbmHwL._AC_UL320_.jpg,https://www.amazon.in/Narciso-Rodriguez-Fleur-Musc-Parfum/dp/B06XCTKKXP/ref=sr_1_3382?qid=1679215135&s=luxury-beauty&sr=1-3382,4.2,6,,"?7,000"
1399,"Yves Saint Laurent Black Opium Eau De Parfum, 90ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71HDIclRo3L._AC_UL320_.jpg,https://www.amazon.in/Yves-Saint-Laurent-Black-Parfum/dp/B00NBK5JHK/ref=sr_1_3383?qid=1679215135&s=luxury-beauty&sr=1-3383,4,3,"?12,970","?14,999"
1400,"Hawaiian Tropic Silk Hydration After Sun Lotion, 6 Ounce",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71QzMwpgEtL._AC_UL320_.jpg,https://www.amazon.in/Hawaiian-Tropic-Hydration-After-Lotion/dp/B009FKNHUG/ref=sr_1_3384?qid=1679215135&s=luxury-beauty&sr=1-3384,4.6,556,"?2,606","?6,200"
1401,"Moschino I Love Love Eau De Toilette, For Her, 50Ml",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51vyuwWaIgL._AC_UL320_.jpg,https://www.amazon.in/Moschino-Love-Eau-Toilette-50ml/dp/B000C1VXQW/ref=sr_1_3385?qid=1679215135&s=luxury-beauty&sr=1-3385,4.6,473,,"?4,600"
1402,Lusty soul SUNISA 1 BB and CC Cream Foundation With Mushroom Head Air Cushion 20g and 1 Green Tea Stick Mask - (Pack of 2),4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71QLfI2CxyL._AC_UL320_.jpg,https://www.amazon.in/Lusty-SUNISA-Foundation-Mushroom-Cushion/dp/B09YRVX965/ref=sr_1_3387?qid=1679215135&s=luxury-beauty&sr=1-3387,,,?314,?799
1403,AND Serene Bliss Pack of 2 Body Mist 200ML each Long Lasting Scent Spray Gift For Women Perfume Crafted by Ajmal,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710CyvtVEFS._AC_UL320_.jpg,https://www.amazon.in/Serene-Female-Crafted-Parfum-Testers/dp/B0986Z9KC8/ref=sr_1_3388?qid=1679215135&s=luxury-beauty&sr=1-3388,3,1,?476,?800
1404,"Innisfree Black Tea Youth Mist, pale, 120 millilitre",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51wty4RSK6L._AC_UL320_.jpg,https://www.amazon.in/Innisfree-Cosmetics-india-pvt-Ltd/dp/B08QS6NMKV/ref=sr_1_3389?qid=1679215135&s=luxury-beauty&sr=1-3389,3.9,72,,"?1,580"
1405,Sadhev - Brightening Nalpamaradi Tailam 150 Ml,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61F0iHIDRSL._AC_UL320_.jpg,https://www.amazon.in/Sadhev-FG-0020012-1295-Brightening-Nalpamaradi-Tailam/dp/B08JQPF2QV/ref=sr_1_3390?qid=1679215135&s=luxury-beauty&sr=1-3390,3.2,4,?907,"?1,395"
1406,"Wella Professionals SP Sp Volumize Shampoo 250ml and Mask 200ml For Fine Hair, 2 Pieces",4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710ddzqOTEL._AC_UL320_.jpg,https://www.amazon.in/Wella-Professionals-Volumize-Shampoo-Pieces/dp/B08CL3V9QR/ref=sr_1_3391?qid=1679215135&s=luxury-beauty&sr=1-3391,4.1,8,,"?3,350"
1407,Ajmal Shiro EDP Citrus Spicy Perfume 90ml for Men and Carbon EDP Citrus Spicy Perfume 100ml for Men +1 Perfume Tester FREE,4,16,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Anrvdp9hL._AC_UL320_.jpg,https://www.amazon.in/Ajmal-Citrus-Perfume-Carbon-Testers/dp/B088MBJ695/ref=sr_1_3392?qid=1679215135&s=luxury-beauty&sr=1-3392,5,2,"?2,370","?3,950"
